Year,Month,Day,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN
1989,8,11,24.15,17.75,20.95,26.05,9.95,29.8,19.84
1989,8,12,23.94,17.9,20.92,26.31,8.35,28.84,20.49
1989,8,13,23.91,18.46,21.19,26.38,8.97,28.95,19.98
1989,8,14,24.82,19.01,21.91,26.75,9.64,30.55,20.9
1989,8,15,24.28,18.35,21.32,26.12,9.55,29.76,20.21
1989,8,16,24.26,18.34,21.3,25.74,9.24,29.51,20.26
1989,8,17,24.33,18.34,21.33,25.88,9.76,29.74,19.98
1989,8,18,23.87,17.82,20.84,25.71,8.24,28.51,20.27
1989,8,19,24.27,19.2,21.73,26.1,8.98,29.18,20.2
1989,8,20,24.86,20.6,22.73,26.43,8.81,30.23,21.4
1989,8,21,27.18,19.74,23.46,28.65,12.01,33.83,21.82
1989,8,22,29.01,17.22,23.12,29.55,10.85,35.8,24.96
1989,8,23,28.09,17.97,23.03,29.12,11.67,34.76,23.09
1989,8,24,28.53,18.01,23.27,29.5,12.69,36.57,23.88
1989,8,25,27.64,18.87,23.25,29.23,9.09,32.94,23.86
1989,8,26,24.77,19.55,22.16,27.01,7.26,29.33,22.07
1989,8,27,24.08,19.16,21.62,26.01,6.39,28.04,21.65
1989,8,28,25,18.62,21.81,26.59,9.48,30.89,21.42
1989,8,29,25.44,18.4,21.92,26.61,6.72,29.19,22.48
1989,8,30,23.71,18.56,21.13,25.75,7.05,27.87,20.82
1989,8,31,22.71,17.11,19.91,24.8,6.84,26.57,19.73
1989,9,1,23.08,17.55,20.32,24.62,9.96,28.2,18.23
1989,9,2,24.02,19.57,21.8,25.87,8.66,29.23,20.56
1989,9,3,23.54,18.57,21.05,25.62,7.01,27.51,20.5
1989,9,4,22.77,17.05,19.9,25.07,7.12,27.15,20.02
1989,9,5,23.25,16.48,19.87,25.53,7.96,27.93,19.97
1989,9,6,23.26,17.61,20.43,25.18,8.79,28.06,19.27
1989,9,7,22.81,16.25,19.53,24.46,6.91,26.83,19.93
1989,9,8,22.62,16.46,19.54,24.55,7.2,26.88,19.68
1989,9,9,21.65,15.52,18.59,23.67,7.16,25.92,18.76
1989,9,10,21.11,13.68,17.39,23,7.16,25.12,17.97
1989,9,11,20.64,13.9,17.27,22.73,8.9,25.55,16.65
1989,9,12,21.16,14.37,17.76,23.46,9.94,26.83,16.88
1989,9,13,21.51,15.77,18.65,23.63,9.48,26.99,17.51
1989,9,14,22.12,15.88,19.01,24.28,9.61,27.98,18.37
1989,9,15,23.12,15.45,19.29,24.85,10.73,29.3,18.57
1989,9,16,24.43,16.04,20.23,25.58,9.05,29.73,20.69
1989,9,17,23.9,16.94,20.42,25.62,8.76,28.91,20.15
1989,9,18,23.61,17.23,20.42,25.23,8.27,28.28,20.01
1989,9,19,23.24,18.23,20.74,24.77,7.98,28.19,20.22
1989,9,20,23.14,18.21,20.67,24.69,9.91,28.98,19.06
1989,9,21,23.32,18.62,20.98,24.69,9,28.23,19.22
1989,9,22,22.07,17.2,19.64,23.86,6.75,25.83,19.08
1989,9,23,23.61,16.18,19.9,25.27,13.91,31.45,17.55
1989,9,24,22.99,17.58,20.29,23.9,7.12,27.33,20.21
1989,9,25,22.28,18.02,20.15,24.21,8.62,27.72,19.09
1989,9,26,23.02,16.54,19.78,23.08,8.74,28.69,19.95
1989,9,27,27.06,12.87,19.97,27.13,12.33,34.47,22.14
1989,9,28,30.08,12.05,21.06,29.44,12.23,37.99,25.75
1989,9,29,28.19,15.19,21.69,28.66,11.83,34.92,23.08
1989,9,30,23.3,17.6,20.45,24.59,5.8,26.65,20.86
1989,10,1,23.98,16.57,20.27,24.66,8.32,29.06,20.74
1989,10,2,22.75,18.19,20.47,24.17,8.05,27.76,19.72
1989,10,3,21.74,17.64,19.69,22.78,6.48,25.62,19.15
1989,10,4,22.4,17.12,19.76,23.86,9.8,28.32,18.52
1989,10,5,23.58,17.35,20.47,25.09,10.7,30.22,19.51
1989,10,6,27.12,14.57,20.84,25.98,13.91,35.27,21.37
1989,10,7,26.94,13.05,19.99,26.73,11.07,33.73,22.66
1989,10,8,23.64,16.62,20.12,24.55,8.95,29.05,20.09
1989,10,9,21.83,16.97,19.4,23.19,7.68,26.47,18.79
1989,10,10,22.05,15.59,18.82,24.01,7.61,26.62,19.01
1989,10,11,22.09,16.21,19.15,23.62,7.76,26.92,19.16
1989,10,12,21.77,17.02,19.4,23.25,9.04,27.05,18
1989,10,13,20.94,17.55,19.25,21.52,4.74,23.87,19.13
1989,10,14,20.23,15.38,17.8,21.08,6.28,23.7,17.43
1989,10,15,19.99,13.83,16.91,20.72,7.37,23.99,16.63
1989,10,16,21.27,15.05,18.16,22.29,8.42,26.05,17.63
1989,10,17,21.44,15.66,18.55,22.45,9.3,27.08,17.78
1989,10,18,21.49,17.01,19.26,22.62,9.03,27,17.97
1989,10,19,21.12,16.87,18.99,21.95,7.88,26.28,18.41
1989,10,20,20.81,15.8,18.3,21.45,9.28,26.48,17.21
1989,10,21,23.26,15.09,19.18,23.08,11.41,29.65,18.23
1989,10,22,24.73,14.64,19.69,24.11,10.26,31.52,21.26
1989,10,23,22.21,16.58,19.4,21.94,6.54,26.21,19.66
1989,10,24,22.26,16.37,19.31,21.76,7.16,27.05,19.88
1989,10,25,24.76,10.83,17.8,23.17,11.44,32.15,20.71
1989,10,26,21.55,17.19,19.37,21.26,7.46,26.12,18.65
1989,10,27,19.6,15.29,17.44,20.02,4.9,22.34,17.44
1989,10,28,18.84,15.25,17.05,19.58,5.58,22.18,16.6
1989,10,29,18.55,13.67,16.12,19.63,8.98,23.78,14.79
1989,10,30,20.39,13.3,16.84,20.9,11.21,27.13,15.91
1989,10,31,21.29,12.95,17.12,21.58,10.91,27.8,16.9
1989,11,1,20.29,14.03,17.16,20.93,9.53,26.23,16.7
1989,11,2,19.19,15.68,17.44,19.8,5.94,22.69,16.75
1989,11,3,18.58,14.33,16.46,19.66,5.46,21.52,16.06
1989,11,4,16.08,8.73,12.4,17.01,6.24,19.69,13.44
1989,11,5,16.31,10.78,13.55,16.98,7.81,20.51,12.69
1989,11,6,16.68,11.52,14.1,17.4,5.92,20.11,14.19
1989,11,7,16.84,13.16,15.01,17.73,7.21,21.25,14.04
1989,11,8,16.6,12.41,14.51,17.26,8.98,21.79,12.8
1989,11,9,16.77,13.62,15.2,17.45,8.52,21.56,13.05
1989,11,10,17.87,12.69,15.28,18.37,8.63,23.16,14.53
1989,11,11,20.44,9.51,14.98,19.72,12.41,28.38,15.98
1989,11,12,21.09,5.71,13.4,20.09,11.16,28.25,17.09
1989,11,13,18.65,8.64,13.65,18.32,10.2,23.54,13.33
1989,11,14,15.81,8.71,12.26,16.36,7.12,19.85,12.73
1989,11,15,16.1,12.05,14.08,16.26,5.8,19.78,13.98
1989,11,16,16,13.69,14.84,16.19,5.99,19.27,13.28
1989,11,17,16.19,12.37,14.28,16.62,6,20.03,14.03
1989,11,18,15.63,9.55,12.59,16.12,6.38,19.66,13.27
1989,11,19,17.31,9.4,13.36,17.38,10.2,23.05,12.85
1989,11,20,16.87,12.56,14.71,16.94,4.98,19.56,14.58
1989,11,21,17.83,15.51,16.67,17.85,4.95,20.6,15.65
1989,11,22,18.61,15.96,17.29,18.31,3.87,20.83,16.96
1989,11,23,16.83,15.11,15.97,16.99,1.7,17.87,16.15
1989,11,24,17.02,13.76,15.39,16.94,5.34,19.87,14.51
1989,11,25,19.48,12.22,15.85,18.42,9.09,25.29,16.2
1989,11,26,18.8,13.42,16.11,18.33,6.2,22.37,16.16
1989,11,27,17.03,14.62,15.83,17.19,5.61,20.23,14.62
1989,11,28,15.97,12.98,14.47,16.43,5.52,19.19,13.66
1989,11,29,15.49,12.67,14.08,15.75,5.75,18.69,12.94
1989,11,30,15.89,12.15,14.02,15.99,7.7,20.8,13.11
1989,12,1,14.51,10.8,12.66,14.54,7.2,18.85,11.65
1989,12,2,16.64,10.1,13.37,16.24,10.8,22.17,11.37
1989,12,3,16.93,13.98,15.46,16.57,4.54,19.46,14.93
1989,12,4,17.26,13.08,15.16,16.57,3.92,19.85,15.93
1989,12,5,17.9,10.98,14.44,17.19,6.73,21.61,14.88
1989,12,6,16.08,11.16,13.62,16.16,5.72,19.53,13.81
1989,12,7,16.78,11.9,14.34,16.78,6.51,20.9,14.39
1989,12,8,16.41,12.3,14.36,16.39,6.3,20.36,14.05
1989,12,9,16,13,14.5,16.22,7.01,19.9,12.9
1989,12,10,15.99,13.39,14.69,15.86,4.33,18.51,14.19
1989,12,11,17.05,15.28,16.16,17.15,4.16,19.87,15.71
1989,12,12,17.16,14.67,15.91,17.26,5.3,20.56,15.26
1989,12,13,16.73,14.04,15.38,16.79,7.98,21.45,13.47
1989,12,14,17.33,13.1,15.22,16.99,7.66,21.9,14.23
1989,12,15,18.81,12.77,15.8,17.73,10.22,25.15,14.93
1989,12,16,18.83,11.8,15.31,18.09,8.3,24.33,16.03
1989,12,17,18.07,11.65,14.86,17.67,8.84,23.61,14.76
1989,12,18,17.43,12.28,14.86,17.06,5.82,20.02,14.21
1989,12,19,15.32,10.51,12.92,15.35,9.16,20.79,11.63
1989,12,20,16.38,9.98,13.18,15.3,10.44,22.44,12.01
1989,12,21,17.01,9.34,13.18,16.01,11.26,24.12,12.87
1989,12,22,14.98,12.15,13.57,14.75,4.23,17.69,13.46
1989,12,23,13.81,9.98,11.9,13.91,5.91,17.44,11.53
1989,12,24,13.02,8.83,10.93,13.69,8.47,18.08,9.61
1989,12,25,12.8,8.58,10.69,13.31,6.84,16.13,9.3
1989,12,26,13.94,9.92,11.93,14.36,2.84,15.84,13.01
1989,12,27,13.63,10.38,12.01,14.3,3.09,15.56,12.47
1989,12,28,13.44,10.5,11.97,13.83,3.99,16.02,12.03
1989,12,29,14.76,9.35,12.05,14.65,8.36,20.12,11.76
1989,12,30,13.99,9.79,11.89,13.67,7.88,18.72,10.83
1989,12,31,14.01,10.42,12.22,13.8,9.19,19.16,9.98
1990,1,1,14.03,11.03,12.53,13.86,8.51,18.44,9.93
1990,1,2,14.64,11.4,13.02,14.47,8.27,18.55,10.28
1990,1,3,13.1,10.15,11.63,13.53,2.8,14.46,11.67
1990,1,4,12.19,7.87,10.02,12.66,4.56,14.62,10.05
1990,1,5,11.62,7.54,9.58,12.12,8.39,16.51,8.12
1990,1,6,12.4,8.47,10.43,12.82,7.13,16.69,9.56
1990,1,7,13.3,9.7,11.5,13.23,7.39,17.69,10.3
1990,1,8,12.65,9.59,11.12,13.03,7.29,16.83,9.55
1990,1,9,12.73,8.41,10.57,12.73,7.89,17.39,9.5
1990,1,10,12.56,8.48,10.52,12.61,7.66,17.11,9.44
1990,1,11,11.8,8.9,10.35,12.19,6.05,15.56,9.52
1990,1,12,11.77,6.98,9.37,12.58,8.31,16.69,8.37
1990,1,13,11.71,8.23,9.97,12.19,5.63,15.26,9.63
1990,1,14,11.89,8.61,10.25,11.97,6.69,16.08,9.39
1990,1,15,12.02,8.55,10.29,12.56,8.2,16.56,8.35
1990,1,16,13.14,7.95,10.55,13.25,9.3,18.72,9.42
1990,1,17,13.06,7.26,10.16,12.84,8.34,18.01,9.69
1990,1,18,11.32,8.69,10,11.78,5.01,14.31,9.3
1990,1,19,11.26,7.94,9.6,11.69,6.26,14.98,8.72
1990,1,20,11.36,6.33,8.84,11.88,9.88,16.98,7.1
1990,1,21,10.26,5.09,7.68,11.34,11.23,16.24,5.02
1990,1,22,10.05,5.6,7.83,10.89,10.09,15.48,5.4
1990,1,23,10.94,7.19,9.06,11.48,9.55,16.52,6.97
1990,1,24,11.32,7.94,9.62,11.87,9.68,16.53,6.85
1990,1,25,12.93,10.2,11.56,13.19,8.15,18.02,9.87
1990,1,26,12.87,9.48,11.17,12.94,8.8,18.4,9.6
1990,1,27,12.63,9.48,11.05,12.9,8.44,17.01,8.58
1990,1,28,12.05,9.15,10.6,12.36,2.7,13.19,10.49
1990,1,29,12.29,6.34,9.31,12.06,7.24,16.3,9.06
1990,1,30,12.44,8.68,10.56,12.72,6.51,16.23,9.73
1990,1,31,13.49,10.45,11.97,13.94,7.16,17.11,9.95
1990,2,1,13.55,10.33,11.94,14.13,6.16,17.15,10.98
1990,2,2,12.9,9.36,11.12,13.51,10.15,18.88,8.73
1990,2,3,13.84,11.22,12.53,13.76,7.36,18.54,11.17
1990,2,4,14.8,11.33,13.07,15.18,11.58,21.73,10.15
1990,2,5,15.85,9.8,12.83,15.12,9.05,21.51,12.46
1990,2,6,17.15,8.44,12.8,16.63,12.12,24.86,12.75
1990,2,7,16.49,9.85,13.17,16.04,10.35,23.34,13
1990,2,8,15.25,11.66,13.45,15.13,9.03,20.91,11.88
1990,2,9,15.05,11.16,13.11,15.13,11.61,22.32,10.71
1990,2,10,15.35,11.99,13.67,15.24,9.53,21.48,11.95
1990,2,11,14.37,11.85,13.11,14.77,8.16,19.41,11.24
1990,2,12,13.25,9.83,11.54,13.77,8.7,18.44,9.74
1990,2,13,13.05,8.97,11.01,13.79,7.95,18.05,10.11
1990,2,14,13.03,10.11,11.57,13.77,10.97,19.62,8.65
1990,2,15,14.1,10.61,12.35,14.16,11.33,21.16,9.84
1990,2,16,13.3,10.19,11.74,13.37,8.76,18.55,9.8
1990,2,17,13.64,8.85,11.24,13.58,9.48,19.61,10.12
1990,2,18,14.37,9.05,11.71,14.18,9.53,19.58,10.04
1990,2,19,16.15,9.75,12.95,15.98,11.72,22.91,11.2
1990,2,20,16.62,11.33,13.98,16.55,10.72,23.52,12.8
1990,2,21,16.73,11.89,14.31,16.51,11.59,23.85,12.26
1990,2,22,17.98,8.32,13.15,17.15,13.43,26.44,13.01
1990,2,23,17.36,8.81,13.08,16.87,11.55,24.29,12.73
1990,2,24,15.83,10.25,13.04,15.65,11.77,22.66,10.89
1990,2,25,14.44,11.28,12.86,14.94,8.34,19.09,10.75
1990,2,26,14.76,11.07,12.91,15.49,8.23,19.87,11.64
1990,2,27,14.44,11.19,12.81,14.9,10.71,20.8,10.09
1990,2,28,14.83,11.08,12.96,15.43,11.59,21.58,9.99
1990,3,1,14.65,11.75,13.2,15.41,8.92,19.5,10.58
1990,3,2,14.9,10.54,12.73,15.96,5.97,18.83,12.86
1990,3,3,15.2,10.98,13.09,15.76,7.77,19.98,12.21
1990,3,4,14.29,11.08,12.68,14.92,7.23,18.3,11.08
1990,3,5,14.58,10.4,12.49,15.53,11.06,20.63,9.57
1990,3,6,16.34,11.84,14.09,16.75,12.27,24.07,11.79
1990,3,7,16.65,12.55,14.6,16.8,9.26,22.4,13.15
1990,3,8,14.72,13.42,14.07,14.47,3.42,16.68,13.26
1990,3,9,14.94,12.9,13.92,15.24,5.12,17.83,12.71
1990,3,10,17.55,13.56,15.55,17.23,8.83,22.62,13.79
1990,3,11,16.44,12.3,14.37,16.24,8.18,21.03,12.84
1990,3,12,15,11.52,13.26,15.15,8.51,20.03,11.52
1990,3,13,14.8,11.44,13.12,15.33,10.08,20.07,9.99
1990,3,14,15.76,12.28,14.02,16.18,9.45,21.29,11.85
1990,3,15,16.5,10.61,13.55,16.7,12.6,23.69,11.09
1990,3,16,18.25,7.44,12.85,16.95,12.73,25.93,13.19
1990,3,17,17.67,8.26,12.97,17.1,12.73,25.29,12.56
1990,3,18,18.08,7.48,12.78,17.4,15.92,27.69,11.77
1990,3,19,18.67,9.46,14.07,17.85,14.73,28.01,13.27
1990,3,20,18.82,12.26,15.54,18.28,9.86,24.87,15.01
1990,3,21,20.1,11.59,15.85,19.51,12.16,27.07,14.9
1990,3,22,19.38,9.58,14.48,18.36,10.17,25.16,14.99
1990,3,23,18.18,10.87,14.52,18.17,10.29,24.98,14.69
1990,3,24,15.8,10.98,13.4,17.03,6.98,19.9,12.91
1990,3,25,16.38,11.59,13.98,17.16,9.91,22.36,12.45
1990,3,26,16.51,12.52,14.52,16.78,9.18,21.64,12.46
1990,3,27,16.92,12.34,14.63,17.2,10.05,22.87,12.82
1990,3,28,15.66,10.49,13.08,16.3,9.86,21.14,11.28
1990,3,29,15.94,9.1,12.51,16.6,10.83,21.73,10.9
1990,3,30,17.23,12.57,14.9,16.79,7.7,21.5,13.8
1990,3,31,19.08,13.65,16.37,18.29,8.91,24.17,15.26
1990,4,1,16.8,12.26,14.53,17.08,7.59,21.01,13.42
1990,4,2,15.51,9.63,12.57,16.27,7.06,19.92,12.86
1990,4,3,14.96,9.04,12,15.9,7.55,19.73,12.19
1990,4,4,15.58,9.19,12.39,16.76,10.4,21.15,10.75
1990,4,5,17.04,11.76,14.4,17.03,9.88,22.51,12.62
1990,4,6,15.71,10.65,13.18,16.36,4.84,18.49,13.65
1990,4,7,16.78,8.43,12.61,17.03,9.39,21.58,12.19
1990,4,8,14.91,10.99,12.95,15.37,4.79,17.33,12.55
1990,4,9,14.96,10.55,12.75,15.57,5.98,18.51,12.54
1990,4,10,14.04,9.28,11.66,15.05,6.58,17.51,10.94
1990,4,11,14.2,5.99,10.09,15.04,9.51,19.06,9.55
1990,4,12,15.3,9.5,12.4,16.03,11.42,21.25,9.83
1990,4,13,15.72,12.26,13.99,16.3,7.37,20.18,12.81
1990,4,14,14.33,10.23,12.28,15.45,6.3,17.75,11.44
1990,4,15,15.49,10.7,13.09,16.44,11.52,21.65,10.13
1990,4,16,16.17,11.83,14,16.91,11.25,22.57,11.32
1990,4,17,16.26,12.12,14.19,17.18,11.54,22.37,10.84
1990,4,18,17.55,13.32,15.44,18.01,10.05,23.03,12.98
1990,4,19,17.46,12.48,14.97,18.04,10.73,23.24,12.5
1990,4,20,16.64,12.01,14.33,17.36,8.94,21.76,12.82
1990,4,21,15.31,10.51,12.91,16.65,6.27,18.91,12.64
1990,4,22,14.94,8.3,11.62,16.55,7.12,19.03,11.9
1990,4,23,14.47,8.69,11.58,15.95,7.33,18,10.67
1990,4,24,14.83,9.39,12.11,15.84,7.63,18.75,11.12
1990,4,25,15.65,8.82,12.23,16.93,8.82,20.55,11.73
1990,4,26,16.4,10.48,13.44,17.18,9.31,21.09,11.78
1990,4,27,17.69,12.64,15.16,18.19,12.21,25.15,12.94
1990,4,28,16.26,11.58,13.92,16.72,7.62,20.7,13.08
1990,4,29,16.18,11.69,13.94,16.16,6.39,20.05,13.66
1990,4,30,16.39,12.38,14.38,17.34,6.66,20.17,13.51
1990,5,1,17.4,12.04,14.72,18.6,11.04,23.16,12.12
1990,5,2,18.96,13.93,16.44,19.5,10.42,24.73,14.31
1990,5,3,19.82,13.98,16.9,20.51,11.7,26.2,14.5
1990,5,4,19.76,13.58,16.67,20.37,12.03,26.37,14.33
1990,5,5,18.57,13.69,16.13,19.73,10.49,24.34,13.85
1990,5,6,18.33,13.23,15.78,19.5,8.87,23.26,14.39
1990,5,7,18.95,15.14,17.05,20.51,8.34,23.96,15.62
1990,5,8,18.32,15.17,16.75,19.44,6.95,22.48,15.52
1990,5,9,17.7,15.48,16.59,18.58,5.29,20.98,15.69
1990,5,10,17.65,14.18,15.92,18.76,7.54,21.85,14.31
1990,5,11,18.74,15.35,17.05,19.8,7.75,23.15,15.4
1990,5,12,18.12,14.23,16.17,19.25,7.75,22.5,14.75
1990,5,13,18.95,13.32,16.14,20.06,11.28,24.75,13.47
1990,5,14,19.17,14.84,17.01,20.3,8.84,24.14,15.3
1990,5,15,19.69,14.88,17.29,21.02,8.31,24.43,16.12
1990,5,16,19.09,14.98,17.04,20.55,7.81,23.46,15.65
1990,5,17,18.44,13.91,16.18,19.74,8.34,23.03,14.69
1990,5,18,18.36,13.26,15.81,19.55,9.19,22.94,13.76
1990,5,19,18.35,14.25,16.3,19.37,7.35,22.42,15.07
1990,5,20,18.4,13.6,16,19.73,8.12,22.76,14.64
1990,5,21,18.5,13.43,15.96,19.98,9.07,23.36,14.29
1990,5,22,18.37,13.27,15.82,19.83,7.88,22.67,14.8
1990,5,23,18.07,12.3,15.19,19.7,6.84,21.84,15.01
1990,5,24,18.5,12.94,15.72,19.99,8.65,22.98,14.33
1990,5,25,19.22,14.51,16.86,20.47,9.87,24.32,14.45
1990,5,26,20.42,15.07,17.74,21.51,10.54,26.08,15.53
1990,5,27,20.23,16.01,18.12,21.48,8.56,24.9,16.34
1990,5,28,20.69,15.39,18.04,21.63,10.38,26.02,15.65
1990,5,29,22.58,12.99,17.79,23.13,15.7,31.39,15.69
1990,5,30,21.73,14.33,18.03,22.32,12.21,28.54,16.33
1990,5,31,23.79,12.47,18.13,23.14,14.82,32.89,18.07
1990,6,1,23.28,13.68,18.48,23.59,12.86,30.69,17.84
1990,6,2,20.95,14.87,17.91,22.25,8.38,25.44,17.05
1990,6,3,20.95,14.09,17.52,22.03,9.97,26.3,16.33
1990,6,4,19.83,14.9,17.37,20.99,6.3,23.56,17.26
1990,6,5,19.87,15.12,17.5,21.46,6.8,23.6,16.79
1990,6,6,19.87,13.64,16.76,21.37,9.38,24.97,15.59
1990,6,7,21,15.08,18.05,22.47,11.65,27.08,15.42
1990,6,8,22.01,16.04,19.03,23.52,11.7,28.86,17.16
1990,6,9,20.95,16.18,18.57,22.82,7.97,25.49,17.52
1990,6,10,19.76,15.05,17.4,21.75,6.45,23.55,17.09
1990,6,11,20.12,14.26,17.19,22.42,7.48,24.47,16.99
1990,6,12,20.25,13.62,16.94,22.34,7.79,24.71,16.92
1990,6,13,20.62,13.57,17.09,22.43,8.4,25.3,16.89
1990,6,14,21.01,14.55,17.78,22.55,9.59,26.05,16.47
1990,6,15,20,15.12,17.55,21.25,7.03,24.48,17.46
1990,6,16,19.56,14.16,16.87,21.86,6.45,23.36,16.9
1990,6,17,20.27,13.9,17.08,22.34,8.64,25.12,16.48
1990,6,18,20.6,14.15,17.37,22.66,8.11,24.84,16.73
1990,6,19,20.69,15.04,17.87,22.72,8.75,25.01,16.25
1990,6,20,20.98,15.58,18.28,23.19,8.15,25.52,17.37
1990,6,21,20.82,14.55,17.69,23.15,7.39,24.73,17.34
1990,6,22,20.55,15.15,17.85,22.6,9.94,25.55,15.62
1990,6,23,22.01,16.48,19.25,24.37,8.3,26.87,18.56
1990,6,24,23.59,16.58,20.08,25.64,12.07,30.03,17.96
1990,6,25,23.21,15.63,19.42,25.24,11.16,29.28,18.12
1990,6,26,23.26,16.65,19.96,25.33,11.3,29.07,17.76
1990,6,27,22.87,17.29,20.08,24.76,10.37,28.74,18.38
1990,6,28,22.08,16.35,19.22,24.22,9.45,27.4,17.95
1990,6,29,21.9,15.57,18.73,23.76,8.48,26.42,17.94
1990,6,30,22.18,16.67,19.42,23.7,8.16,26.67,18.51
1990,7,1,21.69,16.21,18.95,23.19,7.93,26.05,18.12
1990,7,2,22.08,15.76,18.92,23.99,9.47,27.06,17.59
1990,7,3,23.25,17.55,20.4,24.63,10.34,29.05,18.7
1990,7,4,23.99,17.98,20.98,25.47,10.61,29.93,19.32
1990,7,5,23.9,18.68,21.29,25.62,9.58,29.38,19.8
1990,7,6,23.76,17.52,20.64,25.52,10.37,29.62,19.26
1990,7,7,23.65,17.69,20.67,25.71,10.77,29.29,18.51
1990,7,8,24.91,18.41,21.66,26.82,10.88,30.55,19.68
1990,7,9,25.42,19.07,22.25,27.62,10.84,31.26,20.41
1990,7,10,25.33,18.45,21.89,27.68,10.54,31.09,20.56
1990,7,11,25.26,18.26,21.76,27.53,11.34,31.44,20.12
1990,7,12,23.28,17.85,20.56,25.76,8.9,28.21,19.31
1990,7,13,21.67,16.01,18.84,24.13,7.47,25.86,18.39
1990,7,14,22.1,15.46,18.78,24.44,9,26.76,17.76
1990,7,15,22.68,15.83,19.25,24.84,10.16,28.3,18.12
1990,7,16,25.56,14.3,19.93,26.45,16.03,33.57,17.55
1990,7,17,26.43,16.11,21.27,27.71,12.88,32.94,20.06
1990,7,18,26.88,15.29,21.08,28.01,12.23,33.59,21.37
1990,7,19,26.79,15.58,21.19,28.17,11.95,34.02,22.08
1990,7,20,28.76,15.77,22.26,28.91,12.92,35.89,22.97
1990,7,21,29.37,16.58,22.98,30.36,9.16,34.4,25.25
1990,7,22,29.96,17.19,23.58,31.22,10.09,35.18,25.09
1990,7,23,30.23,17.52,23.87,31.21,10.75,35.68,24.93
1990,7,24,30.9,16.92,23.91,31.37,11.63,38.37,26.74
1990,7,25,25.86,18.65,22.26,26.71,5.62,28.56,22.94
1990,7,26,25.36,17.24,21.3,27.3,9.61,30.85,21.23
1990,7,27,24.05,16.68,20.36,26.18,9.24,29.42,20.18
1990,7,28,23.08,16.43,19.76,25.19,7.17,27.07,19.9
1990,7,29,24.62,17.58,21.1,26.33,11.1,30.51,19.4
1990,7,30,24.57,19.62,22.09,26.85,8.21,29,20.79
1990,7,31,25.05,20.15,22.61,27.35,9.04,30.19,21.14
1990,8,1,25.08,20.33,22.71,27.12,9.05,30.26,21.23
1990,8,2,25.98,18.62,22.3,27.74,11.41,31.96,20.55
1990,8,3,29.62,14.1,21.86,30.22,13.91,36.71,22.79
1990,8,4,29.88,15.13,22.51,30.14,10.79,36.78,25.99
1990,8,5,30.61,12.33,21.47,30.55,11.78,37.15,25.37
1990,8,6,29.07,13.92,21.5,29.69,13.56,36.65,23.09
1990,8,7,26.23,16.08,21.15,27.98,10.8,31.98,21.18
1990,8,8,24.53,17.95,21.24,26.9,10.24,30.21,19.97
1990,8,9,25.04,17.11,21.08,26.95,11.42,31.05,19.63
1990,8,10,26.55,18.9,22.73,28.44,11.95,33.44,21.5
1990,8,11,26.35,17.54,21.94,28.27,11.3,32.69,21.39
1990,8,12,26.03,17.3,21.66,27.85,10.02,31.66,21.64
1990,8,13,25.9,17.26,21.58,27.47,9.66,31.78,22.13
1990,8,14,24.4,17.26,20.83,25.93,8.52,29.36,20.84
1990,8,15,24.11,17.3,20.7,26.01,10.31,29.69,19.39
1990,8,16,24.62,18.11,21.37,26.74,10.09,30.15,20.06
1990,8,17,25.37,17.84,21.61,27.29,11.59,31.64,20.05
1990,8,18,25.6,19.42,22.51,27.73,10.27,31.6,21.32
1990,8,19,24.3,19.52,21.9,26.4,7.26,28.77,21.51
1990,8,20,23.59,17.75,20.67,25.37,6.45,27.42,20.98
1990,8,21,23.66,17.5,20.58,26,9.54,28.89,19.35
1990,8,22,23.31,16.83,20.07,25.93,9.2,28.62,19.42
1990,8,23,24.12,17.75,20.93,25.91,10.14,29.62,19.48
1990,8,24,24.87,18.78,21.83,26.4,9.98,30.69,20.72
1990,8,25,26.3,16.08,21.19,27.34,11.48,32.8,21.31
1990,8,26,27.06,13.78,20.42,28.08,13.16,34.62,21.46
1990,8,27,28.23,13.12,20.68,28.91,13.01,35.44,22.44
1990,8,28,27.51,14.22,20.87,28.51,11.51,33.24,21.73
1990,8,29,23.18,17.39,20.28,25.37,7.05,27.36,20.31
1990,8,30,22.66,18.58,20.62,24.05,7.33,26.73,19.4
1990,8,31,22.95,16.47,19.71,25.35,7.89,27.71,19.82
1990,9,1,22.97,16.46,19.71,25.19,9.57,28.3,18.73
1990,9,2,23.12,16.54,19.83,25.12,9.11,28.18,19.07
1990,9,3,23.3,18.74,21.02,25.58,8.21,27.98,19.77
1990,9,4,24.35,19.61,21.98,26.36,8.45,29.47,21.02
1990,9,5,24.53,19.4,21.97,26.76,8.34,29.73,21.39
1990,9,6,24.05,18.23,21.14,26.46,10.1,30.13,20.02
1990,9,7,22.91,17.58,20.25,25.25,7.61,27.28,19.67
1990,9,8,22.1,16.32,19.21,24.8,7.81,26.75,18.94
1990,9,9,22.75,16.86,19.8,25.15,9.62,28.87,19.26
1990,9,10,23.39,16.8,20.09,25.55,10.96,30.23,19.27
1990,9,11,25.22,17.14,21.18,26.69,8.31,29.93,21.62
1990,9,12,24.34,18.12,21.23,25.98,6.91,28.48,21.55
1990,9,13,23.42,18.77,21.09,24.47,5.29,26.49,21.2
